ID,projects,# of commit,UTC of create,UTC of last modify,# of stars,# of issues,# of forks,# of releases,# of Contributors,# of requests,about,commit url,UTC of buggy commit,UTC of fix commit,start line,end line,defect method,change lines,resource types,root causes,fixed approaches,patch correction,standard libraries,third-party libraries,is interprocedural,key variable name,key variable location,key variable attribute,defect file hash,fix file hash,defect file url,fix file url
105,apache/hbase,19764,2014-05-23T07:00:07Z,2023-06-21T17:24:00Z,4889,179,3189,35,262,183,Apache HBase,https://github.com/apache/hbase/commit/f6fc94ede999766d37f38828fe36b581924fcc30,2016-02-23T08:31:18Z,2016-11-17T15:52:52Z,283 ,331,hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/KeyValueHeap.java:generalizedSeek,"hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/KeyValueHeap.java@@ -292,38 +295,51 @@",socket,noCloseEPath,CloseInFinally,no,,org.apache.hadoop.hbase.regionserver.KeyValueScanner,no,scanner,hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/KeyValueHeap.java:294,local variable,d252eb391652682138be762b1647441032481b4d04cd15e707fa11086dd63ba0,7f0c27996ded6325c3b5db778bef2221f8433acf81aff61e1ea0496e4c218aab,https://raw.githubusercontent.com/apache/hbase/b9319496bce4985e7a7a9743e7d6cf42fdff3dbc/hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/KeyValueHeap.java,https://raw.githubusercontent.com/apache/hbase/f6fc94ede999766d37f38828fe36b581924fcc30/hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/KeyValueHeap.java
106,apache/hbase,19764,2014-05-23T07:00:07Z,2023-06-21T17:24:00Z,4889,179,3189,35,262,183,Apache HBase,https://github.com/apache/hbase/commit/f4470af95db383a47d1bd431a32cd8a6949dd7c0,2016-05-13T15:48:45Z,2016-05-25T13:20:14Z,1918,1950,hbase-client/src/main/java/org/apache/hadoop/hbase/zookeeper/ZKUtil.java:getServerStats,"hbase-client/src/main/java/org/apache/hadoop/hbase/zookeeper/ZKUtil.java@@ -1926,27 +1926,27 @@",socket,noCloseEPath,try-with,no,java.net.Socket,,no,socket,hbase-client/src/main/java/org/apache/hadoop/hbase/zookeeper/ZKUtil.java:1929,local variable,0a518d9a4f1c45c53562eeff20bc598462f4337779c5ad628d41d1dac7cd7ab7,41bcd839fefb8f3c6810952d2a4804183f5688044c6899ceee074c2a8448e66b,https://raw.githubusercontent.com/apache/hbase/3b6e6e6c25c4f1dd35bc9da98cc8d8ed6b49db92/hbase-client/src/main/java/org/apache/hadoop/hbase/zookeeper/ZKUtil.java,https://raw.githubusercontent.com/apache/hbase/f4470af95db383a47d1bd431a32cd8a6949dd7c0/hbase-client/src/main/java/org/apache/hadoop/hbase/zookeeper/ZKUtil.java
107,apache/hbase,19764,2014-05-23T07:00:07Z,2023-06-21T17:24:00Z,4889,179,3189,35,262,183,Apache HBase,https://github.com/apache/hbase/commit/eb6f196395b4462ebabbaf1049d919533ae1875f,2014-09-24T04:47:18Z,2014-10-07T04:10:34Z,46,84,hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/DefaultStoreFlusher.java:flushSnapshot,"hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/DefaultStoreFlusher.java@@ -66,10 +66,19 @@",file,noCloseRPath,CloseInFinally,no,,org.apache.hadoop.hbase.regionserver.StoreFile.Writer,no,writer,hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/DefaultStoreFlusher.java:66,local variable,76b367180a431a94ff76ef8c56ffbcdcc84064e2bafb50a91bfcbf98166b27eb,8b4358b5d553cc0195139bb3630d41a4197e7ec076c00f54c1048ebdd54f70e1,https://raw.githubusercontent.com/apache/hbase/baaaac020296e1587dd3b5f902caacdd612cfd88/hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/DefaultStoreFlusher.java,https://raw.githubusercontent.com/apache/hbase/eb6f196395b4462ebabbaf1049d919533ae1875f/hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/DefaultStoreFlusher.java
108,apache/hbase,19764,2014-05-23T07:00:07Z,2023-06-21T17:24:00Z,4889,179,3189,35,262,183,Apache HBase,https://github.com/apache/hbase/commit/eb6f196395b4462ebabbaf1049d919533ae1875f,2014-09-25T04:17:57Z,2014-10-07T04:10:34Z,47,103,hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/compactions/DefaultCompactor.java:compact,"hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/compactions/DefaultCompactor.java@@ -92,11 +93,20 @@",file,noCloseRPath,CloseInFinally,no,,org.apache.hadoop.hbase.regionserver.StoreFile.Writer,no,writer,hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/compactions/DefaultCompactor.java:55,local variable,e36dc17ade487f030e70ec641cea548ba78bbc51b6ca8fb405587a26be7fe5c3,d7ad73ba916f5fc265201d95c71f354ada3ef46249f8c6245f41ac50a9c9c229,https://raw.githubusercontent.com/apache/hbase/baaaac020296e1587dd3b5f902caacdd612cfd88/hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/compactions/DefaultCompactor.java,https://raw.githubusercontent.com/apache/hbase/eb6f196395b4462ebabbaf1049d919533ae1875f/hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/compactions/DefaultCompactor.java
109,apache/hbase,19764,2014-05-23T07:00:07Z,2023-06-21T17:24:00Z,4889,179,3189,35,262,183,Apache HBase,https://github.com/apache/hbase/commit/af9e519e00764af9d372a22953b03e660c9aa6f0,2014-05-07T21:28:12Z,2014-06-24T03:06:40Z,162,187,hbase-server/src/main/java/org/apache/hadoop/hbase/client/TableSnapshotScanner.java:next,"hbase-server/src/main/java/org/apache/hadoop/hbase/client/TableSnapshotScanner.java@@ -176,12 +176,16 @@",socket,noCloseEPath,CloseInFinally,no,,org.apache.hadoop.hbase.client.ClientSideRegionScanner,no,currentRegionScanner,hbase-server/src/main/java/org/apache/hadoop/hbase/client/TableSnapshotScanner.java:172,local variable,4758c3771a6065ff25e936ba3d7ce511d992e9ddc4363f99edb5bdf5bc4b90a7,099a2445ade783b1e5798b6d7c4b37ffb3694d043b4a1a3492ad5adda598effc,https://raw.githubusercontent.com/apache/hbase/092fc71b182f3c364f5cb3b2e793ef5c78a0c4bc/hbase-server/src/main/java/org/apache/hadoop/hbase/client/TableSnapshotScanner.java,https://raw.githubusercontent.com/apache/hbase/af9e519e00764af9d372a22953b03e660c9aa6f0/hbase-server/src/main/java/org/apache/hadoop/hbase/client/TableSnapshotScanner.java
110,apache/hbase,19764,2014-05-23T07:00:07Z,2023-06-21T17:24:00Z,4889,179,3189,35,262,183,Apache HBase,https://github.com/apache/hbase/commit/63bdc72447f1ce17363ccb131c263caca5107b17,2014-04-24T15:01:26Z,2014-04-29T14:51:26Z,853,934,hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/FSHLog.java:replaceWriter,"hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/FSHLog.java@@ -922,13 +922,16 @@",thread,noCloseEPath,CloseInFinally,no,,org.apache.htrace.TraceScope,no,scope,hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/FSHLog.java:864,local variable,2914050650686078e29728d913cbf5ab3051581e10fc5fb4da9def0ecd00a6e5,cdfafbced0f058bab553858881cf45e0052b49ecac970b634b0284f55007bdff,https://raw.githubusercontent.com/apache/hbase/a825ca179b38423666cc5223ca26345b35f38a55/hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/FSHLog.java,https://raw.githubusercontent.com/apache/hbase/63bdc72447f1ce17363ccb131c263caca5107b17/hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/FSHLog.java
111,apache/hbase,19764,2014-05-23T07:00:07Z,2023-06-21T17:24:00Z,4889,179,3189,35,262,183,Apache HBase,https://github.com/apache/hbase/commit/39fb144f17cd5462f33869cc959688f5ddb3d7a6,2013-03-19T21:54:00Z,2014-04-17T21:33:24Z,44,55,hbase-server/src/main/java/org/apache/hadoop/hbase/mapreduce/hadoopbackport/JarFinder.java:copyToZipStream,"hbase-server/src/main/java/org/apache/hadoop/hbase/mapreduce/hadoopbackport/JarFinder.java@@ -41,17 +41,24 @@",file,noCloseEPath,CloseInFinally,no,"java.io.InputStream,java.util.zip.ZipOutputStream",,yes,"is,zos",hbase-server/src/main/java/org/apache/hadoop/hbase/mapreduce/hadoopbackport/JarFinder.java:44,parameter,48daa827d9e0ffa76430241a6a48dbd31a37bd180d894321870030aadfe171fc,290c53f8f22ed59e4dc8b03b755128d305c345c27fbbd5355f458d9c59ce6d79,https://raw.githubusercontent.com/apache/hbase/fb1e2dc8b619f67c1a4e39de58b1c58b8a9ceebd/hbase-server/src/main/java/org/apache/hadoop/hbase/mapreduce/hadoopbackport/JarFinder.java,https://raw.githubusercontent.com/apache/hbase/39fb144f17cd5462f33869cc959688f5ddb3d7a6/hbase-server/src/main/java/org/apache/hadoop/hbase/mapreduce/hadoopbackport/JarFinder.java
112,apache/hbase,19764,2014-05-23T07:00:07Z,2023-06-21T17:24:00Z,4889,179,3189,35,262,183,Apache HBase,https://github.com/apache/hbase/commit/5a965b599e439a754919cff153ecfd170e4ac4e5,2013-09-23T16:37:23Z,2014-02-04T03:48:57Z,169,216,hbase-server/src/main/java/org/apache/hadoop/hbase/master/handler/TableEventHandler.java:reOpenAllRegions,"hbase-server/src/main/java/org/apache/hadoop/hbase/master/handler/TableEventHandler.java@@ -172,8 +172,13 @@",socket,noCloseEPath,CloseInFinally,no,,org.apache.hadoop.hbase.client.HTable,no,table,hbase-server/src/main/java/org/apache/hadoop/hbase/master/handler/TableEventHandler.java:172,local variable,f96c4d7e30d39354fbaa06ca6cc9d94857bc552cc5169db4e588a92301ff785b,f6cebd72b9663397651bd2725f8bf0f36ca6b403f211d2d42f103356262709f0,https://raw.githubusercontent.com/apache/hbase/9155266fba66e33e8cf804f91483690fb4f44ca1/hbase-server/src/main/java/org/apache/hadoop/hbase/master/handler/TableEventHandler.java,https://raw.githubusercontent.com/apache/hbase/5a965b599e439a754919cff153ecfd170e4ac4e5/hbase-server/src/main/java/org/apache/hadoop/hbase/master/handler/TableEventHandler.java
113,apache/hbase,19764,2014-05-23T07:00:07Z,2023-06-21T17:24:00Z,4889,179,3189,35,262,183,Apache HBase,https://github.com/apache/hbase/commit/4c2c982faac46966be8a585e5018320105bb3635,2013-12-06T22:02:10Z,2014-01-17T01:33:49Z,139,165,hbase-server/src/main/java/org/apache/hadoop/hbase/mapreduce/LabelExpander.java:createLabels,"hbase-server/src/main/java/org/apache/hadoop/hbase/mapreduce/LabelExpander.java@@ -140,13 +140,14 @@",socket,noCloseEPath,CloseInFinally,no,,org.apache.hadoop.hbase.client.ResultScanner,no,scanner,hbase-server/src/main/java/org/apache/hadoop/hbase/mapreduce/LabelExpander.java:149,local variable,42c5f1e2659ee442b6f00085ac2290dbd0ffa51cd878e0321b7ea34a6374a601,9f98011be601cde2ffaf5f1c1614e087653a2abef4e271c7648549894be2a707,https://raw.githubusercontent.com/apache/hbase/c661d926c0dd8afce5517ed84f3245a954759c93/hbase-server/src/main/java/org/apache/hadoop/hbase/mapreduce/LabelExpander.java,https://raw.githubusercontent.com/apache/hbase/4c2c982faac46966be8a585e5018320105bb3635/hbase-server/src/main/java/org/apache/hadoop/hbase/mapreduce/LabelExpander.java
114,apache/hbase,19764,2014-05-23T07:00:07Z,2023-06-21T17:24:00Z,4889,179,3189,35,262,183,Apache HBase,https://github.com/apache/hbase/commit/97ec854f57d8d34e1fe0a2fefb893730dca99a1d,2013-12-09T21:16:01Z,2013-12-28T15:58:59Z,465,483,hbase-server/src/main/java/org/apache/hadoop/hbase/tool/Canary.java:sniff,"hbase-server/src/main/java/org/apache/hadoop/hbase/tool/Canary.java@@ -472,13 +472,17 @@",socket,noCloseRPath,CloseInFinally,no,,org.apache.hadoop.hbase.client.HTable,no,table,hbase-server/src/main/java/org/apache/hadoop/hbase/tool/Canary.java:470,local variable,2d04e9b1c868fdbeae5cf7333bdf42ce100611cda8cbd611c65f13d8020f394d,50d304910beb5d49c1a5ac52f0a8e7f4d0ca68bdf3be9b9c2f7dc0b786ec58f9,https://raw.githubusercontent.com/apache/hbase/ea7734dc902d52fde4088a6c5fc0bd0f609a6a7c/hbase-server/src/main/java/org/apache/hadoop/hbase/tool/Canary.java,https://raw.githubusercontent.com/apache/hbase/97ec854f57d8d34e1fe0a2fefb893730dca99a1d/hbase-server/src/main/java/org/apache/hadoop/hbase/tool/Canary.java
115,apache/hbase,19764,2014-05-23T07:00:07Z,2023-06-21T17:24:00Z,4889,179,3189,35,262,183,Apache HBase,https://github.com/apache/hbase/commit/0b737248c3857966a57cf0af14bd9cf81e9292f7,2013-10-17T19:03:18Z,2013-12-10T00:55:39Z,72,96,hbase-server/src/main/java/org/apache/hadoop/hbase/mapreduce/MultiTableInputFormatBase.java:createRecordReader,"hbase-server/src/main/java/org/apache/hadoop/hbase/mapreduce/MultiTableInputFormatBase.java@@ -83,15 +83,24 @@",file,noCloseRPath,CloseOnExcep,no,,org.apache.hadoop.hbase.client.HTable,no,table,hbase-server/src/main/java/org/apache/hadoop/hbase/mapreduce/MultiTableInputFormatBase.java:82,local variable,1c97f2213fb68bd17fc02be0bfe3c95d4969b82c1c2d6500bcc1721e8f118b51,bc4a1fb3792223694c9a8ca440e33e332512216fad92f9c7ffebbccf0d399b25,https://raw.githubusercontent.com/apache/hbase/8ba036b72fa3080741e673e41e7db31a2ce78de2/hbase-server/src/main/java/org/apache/hadoop/hbase/mapreduce/MultiTableInputFormatBase.java,https://raw.githubusercontent.com/apache/hbase/0b737248c3857966a57cf0af14bd9cf81e9292f7/hbase-server/src/main/java/org/apache/hadoop/hbase/mapreduce/MultiTableInputFormatBase.java
116,apache/hbase,19764,2014-05-23T07:00:07Z,2023-06-21T17:24:00Z,4889,179,3189,35,262,183,Apache HBase,https://github.com/apache/hbase/commit/3874bc7f09b61b0b001f014891d307b5b83a56ea,2013-11-11T17:08:04Z,2013-11-26T22:30:42Z,161,176,hbase-common/src/main/java/org/apache/hadoop/hbase/io/encoding/EncodedDataBlock.java:getCompressedSize,"hbase-common/src/main/java/org/apache/hadoop/hbase/io/encoding/EncodedDataBlock.java@@ -165,14 +165,19 @@",file,noCloseEPath,CloseInFinally,no,java.io.OutputStream,,no,compressingStream,hbase-common/src/main/java/org/apache/hadoop/hbase/io/encoding/EncodedDataBlock.java:168,local variable,d4bc9e6f8f4a5e306b399c367cd1b801bfe63acef1b035155c60b36883334b6e,55319703150d847b1cc3960df66cd8880f7c162a20e2d9f3e6cd86887672daaa,https://raw.githubusercontent.com/apache/hbase/fc67c8a8b8210955e8ce9e153e91c107e70ae084/hbase-common/src/main/java/org/apache/hadoop/hbase/io/encoding/EncodedDataBlock.java,https://raw.githubusercontent.com/apache/hbase/3874bc7f09b61b0b001f014891d307b5b83a56ea/hbase-common/src/main/java/org/apache/hadoop/hbase/io/encoding/EncodedDataBlock.java
117,apache/hbase,19764,2014-05-23T07:00:07Z,2023-06-21T17:24:00Z,4889,179,3189,35,262,183,Apache HBase,https://github.com/apache/hbase/commit/be060b4077b536a6590c3759558d553891b5e241,2013-10-14T03:57:15Z,2013-10-22T23:37:29Z,517,538,hbase-server/src/main/java/org/apache/hadoop/hbase/io/hfile/HFile.java:pickReaderVersion,"hbase-server/src/main/java/org/apache/hadoop/hbase/io/hfile/HFile.java@@ -522,18 +522,23 @@",file,noCloseRPath,CloseOnExcep,no,,org.apache.hadoop.hbase.io.FSDataInputStreamWrapper,yes,fsdis,hbase-server/src/main/java/org/apache/hadoop/hbase/io/hfile/HFile.java:517,parameter,0c05027f5a28944ca1f126cae5c5922d1329f05219f607fa5465cc6d70d64fb6,9ab620aa85e63e3f2c2bb97e7457f9be1aabeacfe052caa2904680e5d82e5eb9,https://raw.githubusercontent.com/apache/hbase/e464f9974f1e493e2e1a394f328b2c9ea135aa33/hbase-server/src/main/java/org/apache/hadoop/hbase/io/hfile/HFile.java,https://raw.githubusercontent.com/apache/hbase/be060b4077b536a6590c3759558d553891b5e241/hbase-server/src/main/java/org/apache/hadoop/hbase/io/hfile/HFile.java
118,apache/hbase,19764,2014-05-23T07:00:07Z,2023-06-21T17:24:00Z,4889,179,3189,35,262,183,Apache HBase,https://github.com/apache/hbase/commit/d5ef991ac44e3180a697482f2b3423699aab70eb,2012-05-26T05:56:04Z,2012-05-26T17:13:17Z,357,506,hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/HLogSplitter.java:splitLogFileToTemp,"hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/HLogSplitter.java@@ -456,51 +456,79 @@",file,noCloseRPath,CloseInFinally,no,java.io.Reader,,no,in,hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/HLogSplitter.java:387,local variable,2b063f6f971888293b9ba32ca9d1b531c5814361c103accca370cdf630ab7dbd,34a20062ead23d39497c8242b182bfcf58c5052a3af1f0494b63ce95b65c31f7,https://raw.githubusercontent.com/apache/hbase/52a859360df9bfe5a23d3bf5f5d56ee7ef9c03b5/hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/HLogSplitter.java,https://raw.githubusercontent.com/apache/hbase/d5ef991ac44e3180a697482f2b3423699aab70eb/hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/HLogSplitter.java
119,apache/hbase,19764,2014-05-23T07:00:07Z,2023-06-21T17:24:00Z,4889,179,3189,35,262,183,Apache HBase,https://github.com/apache/hbase/commit/d91ea129e8b61a5eb184c984db0468de1640902a,2012-04-07T15:30:59Z,2012-04-18T21:59:24Z,262,317,src/main/java/org/apache/hadoop/hbase/regionserver/wal/HLogSplitter.java:splitLog,"src/main/java/org/apache/hadoop/hbase/regionserver/wal/HLogSplitter.java@@ -279,24 +279,25 @@",file,noCloseEPath,CloseInFinally,no,java.io.Reader,,no,in,src/main/java/org/apache/hadoop/hbase/regionserver/wal/HLogSplitter.java:284,local variable,06b7a947f3b24584858f215d3f2c76b9890b0c57780f5c7a03934d7659d7cecc,b90a98aa4f6e0e429702f676acb2af174215442c744780feab3b771833f84ad8,https://raw.githubusercontent.com/apache/hbase/7972efeea87273d764cd20b81d6a8f6158821e2e/src/main/java/org/apache/hadoop/hbase/regionserver/wal/HLogSplitter.java,https://raw.githubusercontent.com/apache/hbase/d91ea129e8b61a5eb184c984db0468de1640902a/src/main/java/org/apache/hadoop/hbase/regionserver/wal/HLogSplitter.java
120,apache/hbase,19764,2014-05-23T07:00:07Z,2023-06-21T17:24:00Z,4889,179,3189,35,262,183,Apache HBase,https://github.com/apache/hbase/commit/11df017a67404c8ea53c41861b298a91b53933b0,2007-12-05T16:06:25Z,2007-12-07T02:34:08Z,739,793,src/java/org/apache/hadoop/hbase/HStore.java:loadOrCreateBloomFilter,"src/java/org/apache/hadoop/hbase/HStore.java@@ -760,9 +759,11 @@",file,noCloseEPath,CloseInFinally,no,,org.apache.hadoop.fs.FileSystem,no,fs,src/java/org/apache/hadoop/hbase/HStore.java:471,instance variable,b507e5d2004f5d1b142cb4dd733b7e77f516ef426b016878d4c319b0cd5ef5db,f7c551e47650a5da5d9c558c82e2a39153973af98d0d3d7ca0a2cb5c8bbeea99,https://raw.githubusercontent.com/apache/hbase/6fb46437057e4934603154a2ef320a554af5acfe/src/java/org/apache/hadoop/hbase/HStore.java,https://raw.githubusercontent.com/apache/hbase/11df017a67404c8ea53c41861b298a91b53933b0/src/java/org/apache/hadoop/hbase/HStore.java
121,apache/hbase,19764,2014-05-23T07:00:07Z,2023-06-21T17:24:00Z,4889,179,3189,35,262,183,Apache HBase,https://github.com/apache/hbase/commit/735689d0f7d346f09f5de0a999e340c776ed82d6,2020-04-29T02:44:34Z,2020-10-28T16:17:31Z,142,190,hbase-server/src/main/java/org/apache/hadoop/hbase/snapshot/SnapshotManifestV2.java:loadRegionManifests,"hbase-server/src/main/java/org/apache/hadoop/hbase/snapshot/SnapshotManifestV2.java@@ -157,14 +154,10 @@",file,noCloseEPath,try-with,no,,org.apache.hadoop.fs.FSDataInputStream,no,stream,hbase-server/src/main/java/org/apache/hadoop/hbase/snapshot/SnapshotManifestV2.java:160,local variable,23b9942a84913d5d606daf39b8c7c2cf41659439a83b92900202ed75e82a1a74,a8d2926bccb97fa8d719d0e3fcb3d7098daa39c54015f186a589ed8266569281,https://raw.githubusercontent.com/apache/hbase/17f9aded2c8f1a9d25e32bd888b9ca5c6598a535/hbase-server/src/main/java/org/apache/hadoop/hbase/snapshot/SnapshotManifestV2.java,https://raw.githubusercontent.com/apache/hbase/735689d0f7d346f09f5de0a999e340c776ed82d6/hbase-server/src/main/java/org/apache/hadoop/hbase/snapshot/SnapshotManifestV2.java
122,apache/hbase,19764,2014-05-23T07:00:07Z,2023-06-21T17:24:00Z,4889,179,3189,35,262,183,Apache HBase,https://github.com/apache/hbase/commit/580d65ee4d75487869fdd16cfdc808c345560c69,2019-11-11T08:18:43Z,2019-12-04T02:34:07Z,1259,1285,hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HStore.java:getScanners,"hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HStore.java@@ -1270,18 +1270,34 @@",socket,noCloseRPath,CloseOnExcep,yes,,org.apache.hadoop.hbase.regionserver.KeyValueScanner,no,memStoreScanners,hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HStore.java:1268,local variable,c0432e428832ec5cddf3e8b54d3854b19dad5d45352db9b4b32ea2f8d197a3e9,274a16f40c8018ea1e3cfe43fa980cf1098f65f0ec5a0ff46a88b3962869021c,https://raw.githubusercontent.com/apache/hbase/0f166edc3da303b6b9746db2dc02f2a30c1de4e0/hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HStore.java,https://raw.githubusercontent.com/apache/hbase/580d65ee4d75487869fdd16cfdc808c345560c69/hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HStore.java
123,apache/hbase,19764,2014-05-23T07:00:07Z,2023-06-21T17:24:00Z,4889,179,3189,35,262,183,Apache HBase,https://github.com/apache/hbase/commit/52eb893bccf0aa1968f85005e82d71fe2c045035,2019-06-25T08:21:24Z,2019-07-01T20:13:19Z,7341,7362,hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java:openHRegion,"hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java@@ -7340,23 +7340,31 @@",file,noCloseRPath,CloseOnExcep,no,,region ,no,storeHeap,hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java:6411,instance variable,d4653dac36a95383863bfb2298fb3ae81a3345b21bd2b363d50013f8f845bb16,d5555b0e8c7e232a1b65e794d1840e8e35c8d834b342bf29a9130f2317fa54e7,https://raw.githubusercontent.com/apache/hbase/0c8dc5d97e3b5e36ad837d68bb73132fd7714695/hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java,https://raw.githubusercontent.com/apache/hbase/52eb893bccf0aa1968f85005e82d71fe2c045035/hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java
124,apache/hbase,19764,2014-05-23T07:00:07Z,2023-06-21T17:24:00Z,4889,179,3189,35,262,183,Apache HBase,https://github.com/apache/hbase/commit/377174d3ef95e020573a824e71c530b8391e67c3,2017-10-19T18:05:01Z,2017-10-26T21:23:42Z,5563,5641,hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java:getRowLockInternal,"hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java:@@ -5566,16 +5566,10 @@",thread,noCloseEPath,try-with,no,,org.apache.htrace.TraceScope,no,traceScope,hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java:5573,local variable,ac5d6f673b5ee6ac938bd89d899f566461bcdb3f4f78f5779dbb4537ad9292c4,8c0e5a99f0a3d5a770f5eaa3a2451d38a81faea788a965654b81a81a48fa1e0b,https://raw.githubusercontent.com/apache/hbase/bff619ef7b100e8b09f7f5eb0f6e289ca51de096/hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java,https://raw.githubusercontent.com/apache/hbase/377174d3ef95e020573a824e71c530b8391e67c3/hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java
125,apache/hbase,19764,2014-05-23T07:00:07Z,2023-06-21T17:24:00Z,4889,179,3189,35,262,183,Apache HBase,https://github.com/apache/hbase/commit/377174d3ef95e020573a824e71c530b8391e67c3,2017-10-12T15:59:43Z,2017-10-26T21:23:42Z,963,983,hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/AbstractFSWAL.java:stampSequenceIdAndPublishToRingBuffer,"hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/AbstractFSWAL.java@@ -966,16 +960,20 @@",thread,noCloseEPath,try-with,no,,org.apache.htrace.TraceScope,no,scope,hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/AbstractFSWAL.java:969,local variable,f044f3231dd792c7d832e2ba75887a7e128ad17d280506185c6dded55901399c,405b4f8729b674c7c22f9c80d7a0c949ad7d2ef3cfff226b17a4dd48f0c81593,https://raw.githubusercontent.com/apache/hbase/bff619ef7b100e8b09f7f5eb0f6e289ca51de096/hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/AbstractFSWAL.java,https://raw.githubusercontent.com/apache/hbase/377174d3ef95e020573a824e71c530b8391e67c3/hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/AbstractFSWAL.java
126,apache/hbase,19764,2014-05-23T07:00:07Z,2023-06-21T17:24:00Z,4889,179,3189,35,262,183,Apache HBase,https://github.com/apache/hbase/commit/471f942ec8a11bb5de022f8a05af93e9c0082457,2016-06-15T19:13:23Z,2016-06-21T12:06:33Z,5593 ,5653 ,hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java:RegionScannerImpl,"hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java:@@ -5630,26 +5630,39 @@ ",file,noCloseRPath,CloseOnExcep,no,,KeyValueScanner,no,scanner,hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java:5641,local variable,816e2c01bda92345d1b0e684d27edf32c0ec9974904debbbe1df586d9b189180,b0036fbe3c9eb3841a42e0fed0c7115347957ff3730d106e03ecc8d03b9c668c,https://raw.githubusercontent.com/apache/hbase/a9950e000187333d66dbad07a7a29f2f13ff910d/hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java,https://raw.githubusercontent.com/apache/hbase/471f942ec8a11bb5de022f8a05af93e9c0082457/hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java
